OcutimeStamp,UnityTimeStamp,leftPor.x,leftPor.y,rightPor.x,rightPor.y,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,torsoPosition.x,torsoPosition.y,torsoPosition.z,torsoRotation.x,torsoRotation.y,torsoRotation.z,torsoRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valL,valR
20613734839,63709683437932,0.5280127,0.4994311,0.4631302,0.4966821,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.5416727,-1.53791,-0.4684739,-9.573732E-05,-0.9897417,-0.1428678,-0.03120657,0.006680283,-0.03724328,0.03426285,0.007474137,-0.03821963,0.001296997,-0.004241943,0.9999847,-0.02430725,-0.01448059,0.999588,True,True
20613734982,63709683437932,0.5280588,0.4996436,0.4630264,0.4966406,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.5416715,-1.537909,-0.4684828,-9.619429E-05,-0.9897417,-0.142868,-0.03120686,0.006682251,-0.03725829,0.03426556,0.007474457,-0.03822241,0.001419067,-0.003616333,0.9999847,-0.02458191,-0.01460266,0.999588,True,True
20613735181,63709683437932,0.5280415,0.4998923,0.4629513,0.4966509,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.5416703,-1.537908,-0.4684831,-9.692596E-05,-0.9897417,-0.1428683,-0.03120697,0.006682251,-0.03725829,0.03426816,0.007475296,-0.03822292,0.001373291,-0.002883911,0.9999847,-0.02478027,-0.01457214,0.9995728,True,True
20613735250,63709683437932,0.5279494,0.4998923,0.4628763,0.4966613,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.5416691,-1.537908,-0.4684833,-9.82503E-05,-0.9897417,-0.1428683,-0.03120718,0.006682251,-0.03725829,0.03427075,0.00747612,-0.03822342,0.00112915,-0.002883911,0.9999847,-0.02497864,-0.01454163,0.9995728,True,True
20613735344,63709683437932,0.5277306,0.4998871,0.4628937,0.4967755,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.541669,-1.537908,-0.4684831,-9.984881E-05,-0.9897417,-0.1428685,-0.03120822,0.006682251,-0.03725829,0.03427196,0.007475296,-0.03822292,0.0005493164,-0.00289917,0.9999847,-0.02493286,-0.01420593,0.9995728,True,True
20613735426,63709683437932,0.527817,0.4998975,0.4629111,0.4967704,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.5416689,-1.537909,-0.4684828,-9.902629E-05,-0.9897417,-0.1428685,-0.03120924,0.006682251,-0.03725829,0.03427316,0.007474457,-0.03822241,0.0007781982,-0.002868652,0.9999847,-0.02488708,-0.01422119,0.999588,True,True
20613735491,63709683437932,0.5277939,0.4999026,0.4627724,0.4965055,0.5432009,1.544987,0.4307425,0.2135587,0.9685634,0.02743255,0.1245996,1.773798,1.105193,1.628135,0,0,0,1,-0.5416685,-1.537909,-0.4684801,-0.0001003056,-0.9897417,-0.1428682,-0.03121196,0.006682251,-0.03725829,0.03427658,0.007474457,-0.03821684,0.0007171631,-0.002853394,0.9999847,-0.0252533,-0.01499939,0.9995575,True,True
20613739082,63709683437934,0.5279494,0.4996073,0.4630147,0.4965211,0.5432264,1.545027,0.430438,0.213291,0.9685967,0.02766111,0.1247491,1.773798,1.105193,1.628135,0,0,0,1,-0.5416957,-1.537942,-0.4681969,-0.9071068,-0.4165916,-0.06007273,-0.03121622,0.006694168,-0.037301,0.03427768,0.007474457,-0.03821684,0.00112915,-0.003723145,0.9999847,-0.02461243,-0.01495361,0.9995728,True,True
20613747406,63709683437944,0.5280185,0.498457,0.4630725,0.4965576,0.5432456,1.54499,0.4304709,0.213293,0.9686095,0.0274965,0.1246829,1.773798,1.105193,1.628135,0,0,0,1,-0.5417167,-1.537903,-0.4682475,-4.227769E-05,-0.9897659,-0.1427,-0.03122018,0.006699036,-0.03733646,0.03427791,0.007474457,-0.03821684,0.001312256,-0.007110596,0.9999695,-0.02445984,-0.0148468,0.999588,True,True
20613755775,63709683437946,0.5282085,0.4986332,0.4632224,0.4965783,0.5432779,1.545003,0.4301792,0.2129954,0.9686489,0.02771211,0.1248372,1.773798,1.105193,1.628135,0,0,0,1,-0.5417494,-1.537917,-0.4679693,-0.9071169,-0.4165814,-0.05999009,-0.03122263,0.006699036,-0.03736418,0.03427953,0.007473816,-0.038216,0.001815796,-0.006591797,0.9999695,-0.02406311,-0.01478577,0.999588,True,True
20613764024,63709683437959,0.52841,0.4982497,0.4632629,0.4968172,0.5431157,1.544786,0.42977,0.2127658,0.9686527,0.02779935,0.1251798,1.773798,1.105193,1.628135,0,0,0,1,-0.5415877,-1.537701,-0.4675597,-0.9071569,-0.4165032,-0.05992957,-0.03122674,0.006699036,-0.03736418,0.03428281,0.007470444,-0.03821522,0.002349854,-0.007720947,0.9999542,-0.0239563,-0.01408386,0.9996033,True,True
20613772349,63709683437968,0.5284619,0.4981202,0.4631071,0.4965575,0.5430496,1.544831,0.429438,0.2124923,0.9686897,0.02768053,0.1253837,1.773798,1.105193,1.628135,0,0,0,1,-0.5415204,-1.537747,-0.4672224,-0.9071864,-0.416451,-0.05984448,-0.03122742,0.006699036,-0.03736418,0.0342858,0.007469757,-0.03820456,0.002487183,-0.008102417,0.9999542,-0.02436829,-0.0148468,0.999588,True,True
20613780711,63709683437968,0.5284619,0.4978663,0.4628131,0.4972687,0.5430496,1.544831,0.429438,0.2124923,0.9686897,0.02768053,0.1253837,1.773798,1.105193,1.628135,0,0,0,1,-0.5415182,-1.537753,-0.4672277,-0.9071872,-0.4164493,-0.05984447,-0.03122742,0.006699036,-0.03736418,0.03429015,0.007457474,-0.03821522,0.002487183,-0.008850098,0.9999542,-0.02514648,-0.01275635,0.999588,True,True
20613789010,63709683437986,0.5284619,0.4978248,0.4625303,0.4967702,0.5430368,1.544786,0.4291992,0.2121389,0.9687483,0.0275225,0.1255638,1.773798,1.105193,1.628135,0,0,0,1,-0.5415035,-1.537709,-0.4669889,-5.266622E-05,-0.9898669,-0.1419985,-0.03122742,0.006699036,-0.03736418,0.0342941,0.007454651,-0.03821522,0.002487183,-0.008972168,0.9999542,-0.02589417,-0.01422119,0.9995575,True,True
20613797415,63709683437991,0.5284562,0.4973792,0.4624546,0.4954616,0.5430787,1.54479,0.4290207,0.211742,0.9688208,0.02719784,0.125746,1.773798,1.105193,1.628135,0,0,0,1,-0.541544,-1.537713,-0.4668104,-0.00026016,-0.9899085,-0.1417073,-0.03122742,0.006699036,-0.03736418,0.03429671,0.007454651,-0.03821522,0.002471924,-0.01028442,0.999939,-0.02609253,-0.01806641,0.9994812,True,True
20613805839,63709683438001,0.5284619,0.497317,0.4625297,0.4953838,0.5429466,1.544822,0.4287561,0.2112948,0.9688973,0.02694196,0.1259631,1.773798,1.105193,1.628135,0,0,0,1,-0.5414102,-1.537746,-0.4665458,-0.0004212573,-0.9899532,-0.1413943,-0.03122742,0.006699036,-0.03736418,0.03430016,0.007454575,-0.03821522,0.002487183,-0.01046753,0.999939,-0.02589417,-0.01829529,0.9994965,True,True
20613813900,63709683438011,0.5281279,0.4979596,0.4625122,0.4953734,0.5429583,1.544816,0.4287596,0.2111882,0.9689441,0.02656056,0.1258624,1.773798,1.105193,1.628135,0,0,0,1,-0.5414209,-1.537744,-0.4665493,-0.0006530239,-0.9899707,-0.1412711,-0.03122742,0.006689438,-0.03736418,0.034302,0.007454575,-0.03821522,0.001602173,-0.008575439,0.9999542,-0.02593994,-0.01832581,0.9994812,True,True
20613822378,63709683438012,0.5284619,0.4980787,0.462345,0.4953837,0.5429562,1.544804,0.4285142,0.2108508,0.9689973,0.02638423,0.1260557,1.773798,1.105193,1.628135,0,0,0,1,-0.5414178,-1.537733,-0.4663009,-0.0007669837,-0.9900036,-0.1410398,-0.03122742,0.006686142,-0.03735818,0.03430426,0.007454575,-0.03821522,0.002487183,-0.008224487,0.9999542,-0.02638245,-0.01829529,0.9994812,True,True
20613830754,63709683438023,0.5285655,0.497716,0.462316,0.4951812,0.5429258,1.544762,0.4283028,0.2103983,0.9690918,0.02593191,0.1261796,1.773798,1.105193,1.628135,0,0,0,1,-0.5413866,-1.537694,-0.466086,-0.00104446,-0.9900528,-0.1406925,-0.03122742,0.006682388,-0.03735124,0.03430582,0.007454575,-0.03821522,0.002761841,-0.009292603,0.999939,-0.02645874,-0.01889038,0.9994659,True,True
20613838970,63709683438034,0.5284964,0.4977472,0.4622929,0.4952435,0.5427926,1.544771,0.4280483,0.209739,0.9692363,0.02550631,0.1262539,1.773798,1.105193,1.628135,0,0,0,1,-0.5412523,-1.537704,-0.4658302,-0.001279545,-0.990122,-0.140203,-0.0312267,0.006679352,-0.03734502,0.03430741,0.007454575,-0.03821892,0.002578735,-0.00920105,0.9999542,-0.02651978,-0.01870728,0.9994659,True,True
20613847277,63709683438043,0.528364,0.4976849,0.4621488,0.4953785,0.5427638,1.544772,0.4280596,0.209575,0.9692944,0.02512844,0.1261555,1.773798,1.105193,1.628135,0,0,0,1,-0.5412219,-1.537706,-0.4658412,-0.001503726,-0.9901446,-0.140041,-0.03122633,0.006676376,-0.03733749,0.03431032,0.007454575,-0.03822571,0.002227783,-0.009384155,0.999939,-0.02690125,-0.01831055,0.9994659,True,True
20613855774,63709683438045,0.5283698,0.497545,0.4621949,0.4954616,0.5427374,1.544752,0.4278233,0.2091265,0.9693836,0.02474538,0.1262904,1.773798,1.105193,1.628135,0,0,0,1,-0.5411942,-1.537688,-0.4656032,-0.001737428,-0.9901916,-0.1397057,-0.03122522,0.006673202,-0.03732948,0.03431151,0.007454651,-0.03823029,0.002243042,-0.009796143,0.999939,-0.02677917,-0.01806641,0.9994659,True,True
20613864194,63709683438056,0.528341,0.4976539,0.4621025,0.4953576,0.5426072,1.544616,0.427493,0.2084195,0.9695415,0.02423614,0.1263452,1.773798,1.105193,1.628135,0,0,0,1,-0.5410624,-1.537552,-0.4652737,-0.002021361,-0.9902661,-0.1391729,-0.03122372,0.006668716,-0.03731873,0.03431349,0.007459213,-0.03824272,0.002166748,-0.009475708,0.999939,-0.02702332,-0.01837158,0.9994507,True,True
20613872233,63709683438067,0.5275867,0.4962391,0.464386,0.4927877,0.5424616,1.544644,0.4271494,0.2077883,0.9696977,0.02344853,0.1263354,1.773798,1.105193,1.628135,0,0,0,1,-0.5409006,-1.537574,-0.4649753,-0.002474796,-0.9903381,-0.1386518,-0.03121149,0.006639084,-0.0372457,0.0343334,0.007500839,-0.03840611,0.0001678467,-0.01364136,0.9998932,-0.02098083,-0.02592468,0.9994354,True,True
20613880491,63709683438077,0.5376193,0.4898725,0.472996,0.4867647,0.5424448,1.544608,0.4271168,0.2076984,0.9697419,0.0230835,0.126211,1.773798,1.105193,1.628135,0,0,0,1,-0.5408121,-1.537545,-0.465221,-0.00254317,-0.9903553,-0.1385284,-0.03111932,0.006635849,-0.03747237,0.03438454,0.007490234,-0.03873619,0.0267334,-0.03236389,0.999115,0.001800537,-0.04360962,0.9990387,True,True
20613889043,63709683438079,0.550186,0.4789268,0.485976,0.4724572,0.5423912,1.544568,0.4268622,0.2071518,0.9698645,0.02249362,0.1262733,1.773798,1.105193,1.628135,0,0,0,1,-0.5406222,-1.537667,-0.4649615,-0.002693319,-0.9904166,-0.1380861,-0.03092679,0.006472901,-0.03744241,0.03446469,0.007328842,-0.03875603,0.05982971,-0.06437683,0.9961243,0.03601074,-0.08535767,0.995697,True,True
20613897393,63709683438090,0.5554857,0.4672499,0.4883924,0.4628077,0.5422794,1.544383,0.4265258,0.2063778,0.9700655,0.02163901,0.1261462,1.773798,1.105193,1.628135,0,0,0,1,-0.5403743,-1.537635,-0.4645069,-0.003113433,-0.9905038,-0.1374499,-0.03074712,0.006378937,-0.03743568,0.03455728,0.007117554,-0.03852654,0.07354736,-0.0982666,0.9924316,0.04225159,-0.113266,0.9926605,True,True
20613905724,63709683438101,0.565676,0.4594497,0.4979031,0.4564019,0.5421271,1.544289,0.4261798,0.2053667,0.9703316,0.02025755,0.1259791,1.773798,1.105193,1.628135,0,0,0,1,-0.5401146,-1.537725,-0.4640054,-0.003764161,-0.9906181,-0.1366075,-0.03061896,0.006200333,-0.03727202,0.03464395,0.006927994,-0.0383793,0.09986877,-0.1204834,0.9876709,0.06700134,-0.131485,0.9890442,True,True
20613913929,63709683438110,0.5676328,0.4490287,0.4976896,0.445337,0.5420697,1.544214,0.4261815,0.2052759,0.9703845,0.0198292,0.1257875,1.773798,1.105193,1.628135,0,0,0,1,-0.5400032,-1.537633,-0.4645188,-0.004001013,-0.9906339,-0.1364857,-0.03051781,0.006168182,-0.03762459,0.03465083,0.006993957,-0.0390502,0.1045074,-0.1501007,0.9831238,0.06613159,-0.1629028,0.9844208,True,True
20613922330,63709683438112,0.563809,0.4413327,0.4923077,0.4358004,0.5419866,1.544115,0.4259021,0.2045667,0.9705603,0.01889912,0.1257302,1.773798,1.105193,1.628135,0,0,0,1,-0.5399123,-1.537743,-0.4638888,-0.004620512,-0.9907119,-0.1358989,-0.03048709,0.005940201,-0.03724648,0.03463564,0.006804795,-0.03872691,0.09429932,-0.171936,0.9805756,0.05189514,-0.189743,0.9804535,True,True
20613930646,63709683438124,0.5616641,0.4371051,0.4923948,0.4312314,0.5417947,1.543878,0.4255558,0.203693,0.9707984,0.01752876,0.1255082,1.773798,1.105193,1.628135,0,0,0,1,-0.5397347,-1.537405,-0.4639437,-0.005438411,-0.9908109,-0.1351446,-0.03049948,0.005988724,-0.03750537,0.03461949,0.006957886,-0.03927045,0.08857727,-0.1838379,0.9789429,0.05198669,-0.2023926,0.9779205,True,True
20613938897,63709683438124,0.5636916,0.4390433,0.4939598,0.4318291,0.5417947,1.543878,0.4255558,0.203693,0.9707984,0.01752876,0.1255082,1.773798,1.105193,1.628135,0,0,0,1,-0.5397483,-1.537385,-0.4639709,-0.005410491,-0.990811,-0.1351454,-0.03053455,0.006045807,-0.03769173,0.03462732,0.00693959,-0.03913849,0.09388733,-0.1783447,0.9794617,0.05604553,-0.2006989,0.9780426,True,True
20613947217,63709683438144,0.5639905,0.4376716,0.4955902,0.4332967,0.5416374,1.543677,0.4250968,0.2028777,0.971043,0.01564254,0.1251858,1.773798,1.105193,1.628135,0,0,0,1,-0.539588,-1.537192,-0.4634614,-0.006530849,-0.9909098,-0.1343693,-0.03055717,0.006042358,-0.03766768,0.03465588,0.006927902,-0.03906146,0.09458923,-0.1821594,0.9786987,0.06030273,-0.1965942,0.9786224,True,True
20613955521,63709683438147,0.564623,0.4402793,0.4991235,0.4312811,0.5415385,1.543535,0.4247715,0.2021244,0.9712354,0.01441328,0.125059,1.773798,1.105193,1.628135,0,0,0,1,-0.5395034,-1.537031,-0.4631668,-0.007231286,-0.9909925,-0.1337224,-0.03056484,0.006053314,-0.0376723,0.03463504,0.006955673,-0.03911826,0.09634399,-0.1748505,0.9798584,0.06933594,-0.2020416,0.9769135,True,True
20613963945,63709683438157,0.563877,0.4377064,0.497262,0.4313488,0.5414649,1.543259,0.4241907,0.2012192,0.9714554,0.0130205,0.1249628,1.773798,1.105193,1.628135,0,0,0,1,-0.5394323,-1.536727,-0.4626217,-0.008084391,-0.9910889,-0.1329564,-0.03057279,0.00606369,-0.0376583,0.03463786,0.006999771,-0.03920369,0.09429932,-0.1820679,0.9787445,0.06454468,-0.2019196,0.9772644,True,True
20613972279,63709683438168,0.5638606,0.4410982,0.4960437,0.4325571,0.5413303,1.543154,0.4236826,0.2003728,0.9716821,0.01153604,0.124706,1.773798,1.105193,1.628135,0,0,0,1,-0.5392998,-1.536615,-0.4620785,-0.008969595,-0.9911815,-0.1322072,-0.03058198,0.006076431,-0.03765613,0.03464311,0.00699974,-0.03913566,0.09442139,-0.1725922,0.9804535,0.06144714,-0.1986237,0.9781342,True,True
20613980698,63709683438177,0.5628926,0.4399402,0.4976469,0.4317697,0.5413753,1.543122,0.4235712,0.2003019,0.9717125,0.01140778,0.1245946,1.773798,1.105193,1.628135,0,0,0,1,-0.5393462,-1.536559,-0.4620104,-0.009027843,-0.9911901,-0.1321385,-0.0305905,0.006064224,-0.03759375,0.03464865,0.007061935,-0.03928465,0.09187317,-0.1758728,0.9801025,0.06555176,-0.2007446,0.9774323,True,True
20613989079,63709683438179,0.5642172,0.4404166,0.4966272,0.4314501,0.5412896,1.542953,0.4231716,0.1995016,0.9719141,0.01007561,0.1244209,1.773798,1.105193,1.628135,0,0,0,1,-0.5392581,-1.536368,-0.461657,-0.009816631,-0.9912745,-0.1314474,-0.03059335,0.006061325,-0.03757524,0.03465637,0.007108612,-0.03939552,0.0953064,-0.1744843,0.9800262,0.06291199,-0.2016602,0.977417,True,True
20613997515,63709683438191,0.563647,0.4404693,0.4974146,0.43184,0.5410706,1.542542,0.4224046,0.1987149,0.972124,0.008538993,0.1241549,1.773798,1.105193,1.628135,0,0,0,1,-0.5390366,-1.535941,-0.460906,-0.01073009,-0.9913587,-0.1307393,-0.03059619,0.006063583,-0.03755675,0.03466414,0.007137711,-0.03944603,0.09384155,-0.1743622,0.9801941,0.06495667,-0.2005615,0.9775238,True,True
20614005663,63709683438202,0.5633752,0.4424112,0.4977108,0.4330676,0.540842,1.542443,0.421815,0.1980534,0.9723077,0.006834937,0.1238789,1.773798,1.105193,1.628135,0,0,0,1,-0.5387938,-1.535837,-0.4602811,-0.01176557,-0.9914311,-0.1300997,-0.03059683,0.006115417,-0.03768271,0.03469325,0.007096695,-0.03924959,0.0932312,-0.1689301,0.9812012,0.06576538,-0.1971588,0.9781494,True,True
20614013954,63709683438211,0.5660439,0.4422892,0.4986254,0.4369132,0.540798,1.542325,0.4216446,0.1981821,0.9723116,0.006419515,0.1236645,1.773798,1.105193,1.628135,0,0,0,1,-0.5387552,-1.535812,-0.4597923,-0.01199377,-0.9914243,-0.1301311,-0.03060214,0.00610112,-0.03761252,0.03468781,0.006925751,-0.03868283,0.1000977,-0.1691589,0.980484,0.06826782,-0.1864624,0.980072,True,True
20614022461,63709683438213,0.5660809,0.4422177,0.4988069,0.4370264,0.5406878,1.542122,0.4211712,0.1974823,0.9724961,0.004878703,0.1234031,1.773798,1.105193,1.628135,0,0,0,1,-0.5386458,-1.535641,-0.4591745,-0.01291843,-0.991497,-0.1294867,-0.0306078,0.006083283,-0.03752981,0.03469182,0.00687851,-0.03847679,0.1001892,-0.1693573,0.9804382,0.06874084,-0.186142,0.9801025,True,True
20614032307,63709683438224,0.5638286,0.4449065,0.4966688,0.4384197,0.540584,1.541851,0.4206421,0.1969844,0.9726657,0.003080474,0.1229194,1.773798,1.105193,1.628135,0,0,0,1,-0.538542,-1.535394,-0.4585285,-0.01403422,-0.9915536,-0.1289358,-0.03061481,0.006066849,-0.03744005,0.03469879,0.006846954,-0.03833281,0.09451294,-0.1618958,0.9822693,0.06326294,-0.1823273,0.9811859,True,True
20614038954,63709683438235,0.5657119,0.4485868,0.4967637,0.4397577,0.5403513,1.541645,0.4200252,0.1964878,0.9728381,0.001064847,0.1223828,1.773798,1.105193,1.628135,0,0,0,1,-0.5383101,-1.535189,-0.4578827,-0.01523753,-0.9916096,-0.1283682,-0.03062137,0.00606427,-0.03739862,0.03470379,0.00684903,-0.03831638,0.09953308,-0.1514282,0.983429,0.06355286,-0.1785889,0.9818573,True,True
20614047259,63709683438244,0.564036,0.4438839,0.4991168,0.4406104,0.540297,1.541577,0.4200206,0.1966747,0.9728329,0.0006143879,0.1221268,1.773798,1.105193,1.628135,0,0,0,1,-0.5382687,-1.535132,-0.4578768,-0.01550937,-0.9915965,-0.1284362,-0.03063251,0.006031479,-0.0373387,0.03468907,0.006858337,-0.03837355,0.09500122,-0.1647644,0.9817352,0.06967163,-0.1761322,0.9818878,True,True
20614055968,63709683438246,0.5554164,0.4375367,0.4910973,0.4315592,0.5401644,1.541331,0.4195165,0.1961199,0.9729962,-0.001180413,0.1217135,1.773798,1.105193,1.628135,0,0,0,1,-0.5382149,-1.534801,-0.4579239,-0.01672151,-0.9916512,-0.1278604,-0.03069728,0.006087509,-0.03785203,0.03459619,0.006971573,-0.03896275,0.07247925,-0.1828766,0.9804535,0.04864502,-0.2015228,0.9782715,True,True
20614064118,63709683438258,0.5469656,0.4267603,0.4801617,0.417145,0.5399698,1.540923,0.4188504,0.1957293,0.9731436,-0.003392857,0.1211205,1.773798,1.105193,1.628135,0,0,0,1,-0.5381199,-1.534473,-0.4573079,-0.01821657,-0.9916892,-0.1273605,-0.03077225,0.005924484,-0.03759903,0.03447214,0.006974365,-0.03931599,0.05027771,-0.2129669,0.9757538,0.02015686,-0.2410126,0.9703064,True,True
20614072275,63709683438269,0.5420274,0.4188507,0.4759057,0.4111145,0.539713,1.54065,0.4182044,0.1952901,0.9733045,-0.005755262,0.1204449,1.773798,1.105193,1.628135,0,0,0,1,-0.537961,-1.53422,-0.4568993,-0.01971572,-0.9917306,-0.1268132,-0.03083058,0.005994431,-0.03809064,0.0343346,0.006867111,-0.03929904,0.03733826,-0.2346344,0.9713593,0.009185791,-0.2571564,0.9663086,True,True
20614080704,63709683438278,0.5377537,0.4125199,0.4746413,0.4075333,0.5396585,1.540559,0.4181603,0.1953212,0.9733313,-0.00628096,0.1201512,1.773798,1.105193,1.628135,0,0,0,1,-0.5379708,-1.53419,-0.4568446,-0.02006413,-0.9917284,-0.1267768,-0.03087167,0.005971695,-0.03817285,0.03424709,0.006767365,-0.03919575,0.02622986,-0.2517242,0.9674377,0.005935669,-0.2666321,0.9637756,True,True
20614088938,63709683438280,0.5414666,0.4136055,0.4770656,0.4069701,0.5394955,1.540256,0.4176192,0.1948425,0.973482,-0.008406593,0.1195762,1.773798,1.105193,1.628135,0,0,0,1,-0.5378121,-1.533861,-0.4563741,-0.02130148,-0.9917728,-0.126226,-0.03088319,0.00595369,-0.03810176,0.03424986,0.006836319,-0.03940805,0.0357666,-0.2487488,0.9678955,0.01211548,-0.2680969,0.9633026,True,True
