OcutimeStamp,UnityTimeStamp,leftPor.x,leftPor.y,rightPor.x,rightPor.y,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,torsoPosition.x,torsoPosition.y,torsoPosition.z,torsoRotation.x,torsoRotation.y,torsoRotation.z,torsoRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valL,valR
19861735521,63709682685932,0.5750175,0.425297,0.4908551,0.4140852,0.4397833,1.547473,0.3247632,0.02230555,0.9918922,-0.1074302,0.06411748,1.773798,1.105193,1.628135,0,0,0,1,-0.4381548,-1.540145,-0.3649566,-0.07141153,-0.9974357,-0.004724481,-0.03092003,0.006372788,-0.03903484,0.03417717,0.008284012,-0.0413521,0.1219482,-0.2156372,0.968811,0.04748535,-0.2489777,0.9673309,True,True
19861744227,63709682685941,0.5700779,0.4210221,0.4898437,0.413318,0.4397967,1.547597,0.324659,0.02230364,0.9919682,-0.1066492,0.06424662,1.773798,1.105193,1.628135,0,0,0,1,-0.4381528,-1.540321,-0.3649582,-0.0709453,-0.9974688,-0.004751761,-0.03089734,0.006418045,-0.03948187,0.0341851,0.008134278,-0.04111662,0.1091309,-0.2275543,0.9676208,0.0448761,-0.2510529,0.9669189,True,True
19861752673,63709682685942,0.5704749,0.4112824,0.4882803,0.4096206,0.4396816,1.546741,0.3239999,0.0226701,0.9916741,-0.1107128,0.06173486,1.773798,1.105193,1.628135,0,0,0,1,-0.4380442,-1.53958,-0.3642149,-0.07349191,-0.9972831,-0.005039601,-0.03088507,0.006285004,-0.03934091,0.03416003,0.00803865,-0.04108905,0.1094055,-0.2535858,0.9610901,0.04077148,-0.26091,0.9644928,True,True
19861760957,63709682685953,0.5686033,0.4074638,0.5044692,0.4170851,0.4395528,1.546071,0.3232673,0.0230379,0.9914668,-0.1136555,0.0595428,1.773798,1.105193,1.628135,0,0,0,1,-0.4379503,-1.538905,-0.363786,-0.07520548,-0.9971538,-0.005336153,-0.03089395,0.006198776,-0.03930957,0.03409903,0.008133453,-0.04172783,0.1044006,-0.2637939,0.9589081,0.08233643,-0.2404022,0.9671631,True,True
19861769398,63709682685966,0.564117,0.3972216,0.496975,0.4031441,0.4396549,1.546364,0.3231259,0.02291658,0.9915801,-0.112378,0.06012474,1.773798,1.105193,1.628135,0,0,0,1,-0.4380766,-1.539357,-0.3633347,-0.07447395,-0.9972089,-0.005302113,-0.030901,0.006100616,-0.03922383,0.03405754,0.007914321,-0.04119394,0.09236145,-0.2907104,0.9523315,0.06259155,-0.2775879,0.9586487,True,True
19861777847,63709682685974,0.5629143,0.3899443,0.503878,0.3956291,0.439635,1.545963,0.3223154,0.02300376,0.9914648,-0.1143792,0.05818834,1.773798,1.105193,1.628135,0,0,0,1,-0.4380615,-1.539051,-0.3623536,-0.07562724,-0.9971212,-0.005465552,-0.03090443,0.006002151,-0.03904332,0.0340513,0.007821289,-0.04103299,0.08880615,-0.3093109,0.9467926,0.07952881,-0.2966003,0.9516754,True,True
19861786079,63709682685983,0.5598369,0.3902902,0.494684,0.3934604,0.4395636,1.54546,0.3214656,0.02311552,0.9913483,-0.1162106,0.05647486,1.773798,1.105193,1.628135,0,0,0,1,-0.4380107,-1.538617,-0.3614446,-0.07681307,-0.9970297,-0.005601386,-0.03091878,0.005946304,-0.0390674,0.03402461,0.007739197,-0.04089055,0.0811615,-0.3086395,0.9476929,0.05635071,-0.302597,0.9514465,True,True
19861794448,63709682685985,0.5570107,0.3928095,0.5022507,0.3932385,0.4395248,1.544897,0.3207178,0.02331473,0.9911482,-0.1187953,0.05449276,1.773798,1.105193,1.628135,0,0,0,1,-0.4379887,-1.538082,-0.3606519,-0.07835532,-0.9969086,-0.005794688,-0.03094847,0.005995468,-0.03927382,0.03402054,0.007634506,-0.04059444,0.07426453,-0.3024292,0.9502716,0.07530212,-0.3027802,0.9500732,True,True
19861802934,63709682685996,0.5557937,0.3945591,0.4941694,0.3956712,0.4395467,1.544587,0.3199789,0.02288505,0.9910901,-0.1198285,0.05345843,1.773798,1.105193,1.628135,0,0,0,1,-0.438027,-1.53766,-0.3603135,-0.07902199,-0.9968575,-0.005539481,-0.03098099,0.006152618,-0.03983017,0.03402043,0.007703384,-0.04083906,0.07131958,-0.2980347,0.9518738,0.05516052,-0.2969818,0.9532776,True,True
19861811132,63709682686007,0.5578302,0.3958093,0.4970809,0.3966226,0.4395829,1.54419,0.3193199,0.02261104,0.9909728,-0.1213204,0.05237405,1.773798,1.105193,1.628135,0,0,0,1,-0.4380908,-1.537318,-0.3594762,-0.07988729,-0.9967893,-0.005390382,-0.03102653,0.006015198,-0.03935263,0.03401074,0.007729889,-0.04095988,0.07650757,-0.2947235,0.9524994,0.06253052,-0.2944183,0.9536133,True,True
19861819378,63709682686016,0.5575211,0.3962625,0.4920319,0.394796,0.4396446,1.544281,0.3195281,0.02239154,0.990986,-0.1209744,0.05301593,1.773798,1.105193,1.628135,0,0,0,1,-0.4381669,-1.537449,-0.3595156,-0.07973377,-0.9968026,-0.005204672,-0.03105777,0.005912003,-0.03897337,0.03401322,0.007752289,-0.04100169,0.07575989,-0.2935791,0.9529114,0.04974365,-0.2993011,0.9528503,True,True
19861827729,63709682686018,0.5541313,0.3947122,0.4949306,0.3974404,0.4396606,1.54382,0.3188625,0.02232767,0.990824,-0.1229061,0.05160739,1.773798,1.105193,1.628135,0,0,0,1,-0.4381933,-1.536984,-0.3588288,-0.08090929,-0.9967079,-0.005209445,-0.03107713,0.005998306,-0.03923813,0.03401172,0.007674759,-0.04069461,0.06715393,-0.2977295,0.9522705,0.05715942,-0.2924194,0.9545746,True,True
19861836134,63709682686030,0.5555035,0.396317,0.4925022,0.4034411,0.439766,1.543551,0.3183061,0.02207454,0.9906746,-0.1242686,0.05132299,1.773798,1.105193,1.628135,0,0,0,1,-0.4383043,-1.536702,-0.3582676,-0.08178651,-0.9966373,-0.0050031,-0.03109946,0.006001816,-0.0391707,0.03402301,0.007695953,-0.04075227,0.07069397,-0.2935486,0.9533081,0.05128479,-0.2769928,0.9594879,True,True
19861844538,63709682686041,0.553839,0.398078,0.493068,0.4030767,0.4398588,1.543305,0.3177211,0.02167936,0.99054,-0.1256462,0.05073157,1.773798,1.105193,1.628135,0,0,0,1,-0.4383945,-1.536501,-0.3574856,-0.08264699,-0.9965675,-0.00474068,-0.03111308,0.006020142,-0.03919328,0.03404175,0.007588226,-0.04033582,0.06660461,-0.2891083,0.9549713,0.05270386,-0.2779236,0.9591522,True,True
19861852727,63709682686050,0.5534577,0.397225,0.4884065,0.4061013,0.4399561,1.543443,0.3178761,0.0214402,0.9905699,-0.1252132,0.05131608,1.773798,1.105193,1.628135,0,0,0,1,-0.4384923,-1.536679,-0.3574682,-0.08243337,-0.9965862,-0.004539412,-0.03112134,0.006000824,-0.03910378,0.03404892,0.007527603,-0.04008048,0.06559753,-0.2913208,0.954361,0.04098511,-0.2701721,0.9619293,True,True
19861861187,63709682686052,0.5554827,0.3958958,0.4935175,0.403954,0.44003,1.543098,0.3172878,0.02121099,0.9904212,-0.1267661,0.05046172,1.773798,1.105193,1.628135,0,0,0,1,-0.4385778,-1.536382,-0.3566931,-0.0833342,-0.9965119,-0.004418594,-0.03114673,0.006056473,-0.03927284,0.03405106,0.007375137,-0.03953766,0.07061768,-0.294632,0.9529877,0.05387878,-0.2756195,0.9597473,True,True
19861869570,63709682686063,0.5549186,0.39937,0.4897095,0.4042794,0.4402037,1.542877,0.316749,0.02091352,0.9902714,-0.1280892,0.05018331,1.773798,1.105193,1.628135,0,0,0,1,-0.4387546,-1.536128,-0.356284,-0.0842064,-0.9964395,-0.004192022,-0.03115988,0.006084824,-0.03935323,0.03405803,0.007413132,-0.03971672,0.06939697,-0.2857208,0.9557953,0.04423523,-0.2749023,0.9604492,True,True
19861877850,63709682686075,0.5534846,0.3991006,0.4890162,0.4067745,0.4403374,1.542592,0.3162181,0.02074491,0.990135,-0.1292984,0.04984173,1.773798,1.105193,1.628135,0,0,0,1,-0.4388917,-1.535867,-0.3556548,-0.08498629,-0.9963738,-0.004065391,-0.03117448,0.006046692,-0.0392103,0.0340657,0.007402862,-0.03966318,0.06576538,-0.2864838,0.9558105,0.04255676,-0.2683868,0.9623566,True,True
19861886143,63709682686075,0.5522946,0.4023804,0.4888332,0.4055893,0.4403374,1.542592,0.3162181,0.02074491,0.990135,-0.1292984,0.04984173,1.773798,1.105193,1.628135,0,0,0,1,-0.4388965,-1.535895,-0.3555484,-0.08499707,-0.9963729,-0.004060514,-0.03119105,0.006005142,-0.03906477,0.03407278,0.007388489,-0.03959595,0.06292725,-0.2780304,0.9584961,0.04205322,-0.2714996,0.9615021,True,True
19861894593,63709682686086,0.5547988,0.401825,0.4905182,0.4057805,0.4404798,1.542249,0.3157042,0.02050507,0.9899853,-0.1305658,0.04960962,1.773798,1.105193,1.628135,0,0,0,1,-0.4390504,-1.535592,-0.3548588,-0.08577375,-0.9963071,-0.003883436,-0.03121048,0.005990814,-0.03899226,0.03406911,0.007322663,-0.03931693,0.06922913,-0.2793579,0.9576721,0.04634094,-0.2709503,0.9614716,True,True
19861902955,63709682686097,0.5547878,0.4014967,0.4895694,0.4062169,0.4406301,1.541957,0.3152362,0.02058032,0.98978,-0.1321613,0.04945092,1.773798,1.105193,1.628135,0,0,0,1,-0.4392056,-1.535329,-0.3542704,-0.08681412,-0.996217,-0.003898391,-0.03122263,0.005946854,-0.03881893,0.03407156,0.00731073,-0.03924945,0.06918335,-0.2802124,0.957428,0.04394531,-0.2698364,0.9618988,True,True
19861911203,63709682686108,0.5524076,0.4027599,0.4923204,0.4094009,0.4408233,1.541562,0.3148013,0.0206309,0.9895778,-0.1337756,0.04913588,1.773798,1.105193,1.628135,0,0,0,1,-0.4393995,-1.534946,-0.3537733,-0.08784787,-0.9961262,-0.003902028,-0.03122674,0.005920044,-0.03871625,0.03407439,0.007311249,-0.0392276,0.06323242,-0.2770386,0.9587708,0.05105591,-0.2613678,0.9638824,True,True
19861919439,63709682686108,0.5515964,0.4068334,0.4914039,0.4097871,0.4408233,1.541562,0.3148013,0.0206309,0.9895778,-0.1337756,0.04913588,1.773798,1.105193,1.628135,0,0,0,1,-0.4393968,-1.534952,-0.3537436,-0.08786261,-0.996125,-0.003892279,-0.03122406,0.00592276,-0.03873175,0.03407707,0.007297409,-0.03915266,0.06137085,-0.2664032,0.9618988,0.04873657,-0.260376,0.9642639,True,True
19862023077,63709682686220,0.5530075,0.4078303,0.4911039,0.4102526,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404093,-1.529575,-0.3496306,-0.1028857,-0.9946761,-0.005839495,-0.03122649,0.005938721,-0.0387686,0.03408032,0.007325501,-0.03922229,0.06500244,-0.2637177,0.9624023,0.04798889,-0.2591553,0.9646301,True,True
19862023174,63709682686220,0.5531639,0.4090815,0.4901547,0.4104882,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404109,-1.529562,-0.3496426,-0.1028922,-0.9946754,-0.005836248,-0.03123193,0.005953415,-0.03878926,0.03408261,0.00733609,-0.0392256,0.06546021,-0.2604065,0.9632721,0.045578,-0.2585602,0.9649048,True,True
19862023240,63709682686220,0.5494516,0.4087113,0.4906352,0.4117144,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404151,-1.529553,-0.3496352,-0.1029159,-0.994673,-0.005833344,-0.03124191,0.005967209,-0.03879179,0.03408423,0.00734076,-0.03920833,0.05599976,-0.2615356,0.963562,0.04684448,-0.2552948,0.9657135,True,True
19862023302,63709682686220,0.5517734,0.4089885,0.4913341,0.4144169,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404196,-1.529544,-0.3496264,-0.1028963,-0.994675,-0.00582867,-0.03125185,0.005980927,-0.03878909,0.03408505,0.007344879,-0.03919342,0.06192017,-0.2607117,0.9634247,0.04872131,-0.2480774,0.9674988,True,True
19862023366,63709682686220,0.553659,0.4083168,0.4927915,0.4152501,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404235,-1.529523,-0.3496619,-0.1028726,-0.9946774,-0.005829704,-0.03125969,0.006005798,-0.03882626,0.03408522,0.007363159,-0.03922727,0.06668091,-0.2624054,0.9626465,0.05247498,-0.2458038,0.9678802,True,True
19862023442,63709682686220,0.5507444,0.4102424,0.4922737,0.4168513,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404271,-1.5295,-0.3497037,-0.1028994,-0.9946747,-0.005821559,-0.03126712,0.006046707,-0.03891579,0.03408546,0.007366638,-0.03922124,0.05935669,-0.257431,0.9644623,0.0512085,-0.2415314,0.9690247,True,True
19862023531,63709682686220,0.5531076,0.4104817,0.4898115,0.4178782,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404306,-1.529474,-0.34974,-0.102901,-0.9946746,-0.005819106,-0.03127544,0.006089172,-0.03900523,0.03408678,0.007375992,-0.03920455,0.06538391,-0.2566986,0.9642639,0.04493713,-0.2388458,0.9700012,True,True
19862023595,63709682686220,0.5502523,0.4113707,0.48998,0.41723,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404412,-1.529322,-0.3502407,-0.1029204,-0.9946726,-0.005817648,-0.03127994,0.006147781,-0.0391389,0.03407008,0.007623062,-0.04007222,0.05815125,-0.2544556,0.965332,0.04534912,-0.2405853,0.9695587,True,True
19862023654,63709682686220,0.5520667,0.4120424,0.4901682,0.4199011,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404404,-1.529445,-0.349751,-0.1029083,-0.9946738,-0.005812128,-0.03129256,0.006148529,-0.03908934,0.03408418,0.007376343,-0.03914229,0.06280518,-0.252594,0.9655151,0.0459137,-0.2333832,0.971283,True,True
19862023744,63709682686220,0.5503147,0.4148971,0.4852589,0.4221206,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404423,-1.529377,-0.3499633,-0.1029596,-0.9946687,-0.005800435,-0.03130354,0.006160858,-0.03908665,0.03409151,0.007499801,-0.03956967,0.05845642,-0.2450409,0.9677429,0.03335571,-0.2274933,0.9732056,True,True
19862023808,63709682686220,0.5493736,0.4159505,0.4896748,0.4203978,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404422,-1.529383,-0.3498806,-0.1029341,-0.9946713,-0.005802872,-0.03130823,0.006177826,-0.03908321,0.0340963,0.007469879,-0.03940764,0.05609131,-0.2422485,0.9685822,0.04466248,-0.2320557,0.9716644,True,True
19862023917,63709682686220,0.5491059,0.4179164,0.4864875,0.4233012,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404334,-1.529364,-0.3498577,-0.1029623,-0.9946684,-0.005792932,-0.03130849,0.006167603,-0.03897376,0.03411426,0.007517914,-0.03947133,0.05548096,-0.236969,0.9699249,0.0365448,-0.2242584,0.9738312,True,True
19862027952,63709682686220,0.5494361,0.4213977,0.4838096,0.4257598,0.4418362,1.536207,0.3106351,0.02365523,0.9862996,-0.1574361,0.04321449,1.773798,1.105193,1.628135,0,0,0,1,-0.4404304,-1.529371,-0.3497382,-0.1029835,-0.9946663,-0.00578182,-0.03130911,0.006118515,-0.03872595,0.03412081,0.007553558,-0.03948025,0.05645752,-0.2275391,0.9721222,0.0296936,-0.2176056,0.9755707,True,True
19862036233,63709682686231,0.5480623,0.4233206,0.4874545,0.427558,0.4418852,1.535747,0.3101717,0.02387965,0.9860523,-0.1591064,0.0426131,1.773798,1.105193,1.628135,0,0,0,1,-0.440487,-1.528984,-0.3489477,-0.1040094,-0.9945585,-0.005949256,-0.03131248,0.006095291,-0.03859209,0.0341089,0.007430588,-0.03895992,0.05299377,-0.2223511,0.9735107,0.03913879,-0.212616,0.9763489,True,True
19862044611,63709682686241,0.5473132,0.4239499,0.4868034,0.4276628,0.441859,1.535828,0.3101491,0.02388867,0.9861257,-0.1586678,0.04254286,1.773798,1.105193,1.628135,0,0,0,1,-0.4404571,-1.529083,-0.3488417,-0.1037296,-0.9945876,-0.005971779,-0.03131581,0.006084473,-0.03855026,0.0341196,0.007404053,-0.03883505,0.05108643,-0.2206573,0.973999,0.03746033,-0.2123413,0.9764709,True,True
19862052816,63709682686243,0.548816,0.4177896,0.4876793,0.4232582,0.4419605,1.53531,0.3097227,0.02418423,0.9858018,-0.160819,0.04179894,1.773798,1.105193,1.628135,0,0,0,1,-0.4405618,-1.528502,-0.3487985,-0.1050448,-0.9944481,-0.006216812,-0.03129709,0.006187485,-0.03902666,0.03409436,0.007427445,-0.03912494,0.05473328,-0.2373199,0.9698792,0.03961182,-0.22435,0.9736938,True,True
19862061201,63709682686254,0.5535169,0.4085214,0.4916735,0.4158,0.4419654,1.534826,0.3093046,0.02423472,0.9855769,-0.1623954,0.04097182,1.773798,1.105193,1.628135,0,0,0,1,-0.4405477,-1.528207,-0.3481283,-0.105926,-0.9943538,-0.006336459,-0.03124507,0.005979126,-0.03871493,0.03408046,0.007259857,-0.03893237,0.06632996,-0.2618713,0.9628143,0.04963684,-0.2443695,0.968399,True,True
19862069621,63709682686265,0.5571795,0.3967948,0.4954656,0.4028412,0.4420215,1.534408,0.308939,0.02425437,0.9852895,-0.1642769,0.04036725,1.773798,1.105193,1.628135,0,0,0,1,-0.4405889,-1.527812,-0.3479942,-0.1070267,-0.9942354,-0.00642519,-0.03119577,0.005972763,-0.03900569,0.03406117,0.007219513,-0.03910464,0.07493591,-0.2922363,0.9533997,0.0587616,-0.2784424,0.9586487,True,True
19862077862,63709682686274,0.5550985,0.3941311,0.4895929,0.4013544,0.4419985,1.534468,0.3089848,0.02411621,0.9853083,-0.1641936,0.04033087,1.773798,1.105193,1.628135,0,0,0,1,-0.4405715,-1.528018,-0.3476303,-0.1070214,-0.9942365,-0.006343327,-0.03118697,0.005940811,-0.03898998,0.03404085,0.006958695,-0.03830101,0.06954956,-0.2991638,0.9516449,0.0438385,-0.2825165,0.958252,True,True
19862086062,63709682686276,0.5524194,0.3982338,0.4917805,0.4021847,0.4420834,1.534001,0.308601,0.02426298,0.9850067,-0.1661535,0.03957534,1.773798,1.105193,1.628135,0,0,0,1,-0.4406604,-1.527418,-0.3476764,-0.1082358,-0.9941041,-0.006470505,-0.03121004,0.00592778,-0.03892081,0.03405605,0.007237808,-0.0392301,0.06303406,-0.2887726,0.955307,0.04940796,-0.2802887,0.9586334,True,True
19862094626,63709682686287,0.550678,0.4011224,0.4911256,0.4045013,0.4422445,1.533634,0.3084038,0.02410865,0.984741,-0.1679136,0.03884776,1.773798,1.105193,1.628135,0,0,0,1,-0.440827,-1.527048,-0.347457,-0.1093323,-0.9939847,-0.00639681,-0.03122443,0.005932739,-0.03890646,0.03405942,0.00723819,-0.03919987,0.05877686,-0.2813721,0.9577789,0.0478363,-0.2742767,0.9604492,True,True
19862102888,63709682686298,0.5541714,0.4003563,0.490429,0.4065898,0.4423003,1.533305,0.3081042,0.023903,0.9845334,-0.1692774,0.03831291,1.773798,1.105193,1.628135,0,0,0,1,-0.4408849,-1.526721,-0.3471038,-0.1101485,-0.9938952,-0.006287085,-0.0312312,0.005915939,-0.03879128,0.0340619,0.007250885,-0.03920787,0.06756592,-0.2832031,0.956665,0.04614258,-0.2688293,0.9620667,True,True
19862111329,63709682686308,0.5533285,0.4016649,0.4901945,0.4070519,0.4422578,1.533475,0.3081022,0.02366295,0.9846302,-0.1687598,0.03825792,1.773798,1.105193,1.628135,0,0,0,1,-0.4408462,-1.526932,-0.3469055,-0.1098151,-0.9939331,-0.00613813,-0.03123588,0.005907638,-0.03871199,0.03405908,0.007178451,-0.03889455,0.06550598,-0.2798462,0.9577942,0.04556274,-0.2676239,0.9624329,True,True
19862119610,63709682686309,0.5539207,0.4019357,0.4920896,0.4055856,0.4423398,1.533091,0.3077606,0.02362439,0.9843822,-0.1703635,0.03754909,1.773798,1.105193,1.628135,0,0,0,1,-0.4409294,-1.526502,-0.3466839,-0.1107731,-0.9938266,-0.006161924,-0.03124413,0.005911606,-0.03869627,0.03406494,0.007266998,-0.03915018,0.0670166,-0.2791138,0.957901,0.05032349,-0.2714081,0.9611359,True,True
